pair,model,experiment_id,step,sample,metric,region,value,value_norm,comparability
euler_on_on,omniavatar,omni_ta_euler_on_on,7,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,lpips,full,0.09649481,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,7,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,sharpness,mouth,22.0667,1.712070075801659,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,7,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,lmd,mouth,11.155991,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,7,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,sync_d,mouth,7.758481,1.2585860974926846,face_value
euler_on_on,omniavatar,omni_ta_euler_on_on,7,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,sync_c,mouth,6.18124,0.8057921968554337,face_value
euler_on_on,omniavatar,omni_ta_euler_on_on,8,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,pixel_mse,mouth,0.01036485,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,8,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,pixel_mse,upper_face,0.00026401,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,8,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,pixel_mse,full,0.00437503,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,8,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,ssim,mouth,0.81911367,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,8,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,ssim,upper_face,0.95823818,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,8,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,ssim,full,0.90161479,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,8,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,lpips,mouth,0.14368092,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,8,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,lpips,full,0.09284801,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,8,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,sharpness,mouth,19.696,1.5281366136753332,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,8,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,lmd,mouth,9.101855,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,8,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,sync_d,mouth,7.975294,1.2937576507330266,face_value
euler_on_on,omniavatar,omni_ta_euler_on_on,8,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,sync_c,mouth,6.083722,0.7930796596536831,face_value
euler_on_on,omniavatar,omni_ta_euler_on_on,9,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,pixel_mse,mouth,0.00927368,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,9,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,pixel_mse,upper_face,0.00025555,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,9,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,pixel_mse,full,0.00392591,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,9,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,ssim,mouth,0.82286298,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,9,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,ssim,upper_face,0.95850503,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,9,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,ssim,full,0.90329891,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,9,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,lpips,mouth,0.13776477,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,9,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,lpips,full,0.08955891,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,9,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,sharpness,mouth,18.2268,1.4141470567697787,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,9,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,lmd,mouth,8.878878,,normalized_only
euler_on_on,omniavatar,omni_ta_euler_on_on,9,17ef723a912e46713e84fc2b7dd74e23_shot_001_000,sync_d,mouth,8.042373,1.3046392520198908,face_value
